Index,Title,Link,Date,Source
564,Glassbox Integrates ChatGPT Into Its Platform To Make Insights More Accessible,https://news.google.com/rss/articles/CBMiaGh0dHBzOi8vd3d3LnNwaWNld29ya3MuY29tL21hcmtldGluZy9haS1pbi1tYXJrZXRpbmcvbmV3cy9nbGFzc2JveC1pbnRlZ3JhdGVzLWNoYXRncHQtaW50by1pdHMtcGxhdGZvcm0v0gFoaHR0cHM6Ly93d3cuc3BpY2V3b3Jrcy5jb20vbWFya2V0aW5nL2FpLWluLW1hcmtldGluZy9uZXdzL2dsYXNzYm94LWludGVncmF0ZXMtY2hhdGdwdC1pbnRvLWl0cy1wbGF0Zm9ybS8?oc=5,20/01/2023,Spiceworks News and Insights
565,"ChatGPT doesn't know where the world's copper comes from, AI ...",https://news.google.com/rss/articles/CBMiggFodHRwczovL3d3dy5taW5pbmcuY29tL2NoYXRncHQtZG9lc250LWtub3ctd2hlcmUtdGhlLXdvcmxkcy1jb3BwZXItY29tZXMtZnJvbS1haS1pbWFnZXMtc2hvdy1taW5pbmctc3R1Y2staW4tdGhlLWdyZWF0LWRlcHJlc3Npb24v0gEA?oc=5,20/01/2023,MINING.com
566,ChatGPT waxes poetic about supply chain management,https://news.google.com/rss/articles/CBMiXGh0dHBzOi8vd3d3LmRjdmVsb2NpdHkuY29tL2FydGljbGVzLzU2MzQ0LWNoYXRncHQtd2F4ZXMtcG9ldGljLWFib3V0LXN1cHBseS1jaGFpbi1tYW5hZ2VtZW500gEA?oc=5,20/01/2023,DC Velocity
567,Dr. OpenAI Lied to Me | MedPage Today,https://news.google.com/rss/articles/CBMiNmh0dHBzOi8vd3d3Lm1lZHBhZ2V0b2RheS5jb20vb3Bpbmlvbi9mYXVzdGZpbGVzLzEwMjcyM9IBAA?oc=5,20/01/2023,Medpage Today
568,AI powered bot ChatGPT churns out fairly accurate answers on online gaming in India,https://news.google.com/rss/articles/CBMibGh0dHBzOi8vZzJnLm5ld3MvZ2FtaW5nL2FpLXBvd2VyZWQtYm90LWNoYXRncHQtY2h1cm5zLW91dC1mYWlybHktYWNjdXJhdGUtYW5zd2Vycy1vbi1vbmxpbmUtZ2FtaW5nLWluLWluZGlhL9IBcGh0dHBzOi8vZzJnLm5ld3MvZ2FtaW5nL2FpLXBvd2VyZWQtYm90LWNoYXRncHQtY2h1cm5zLW91dC1mYWlybHktYWNjdXJhdGUtYW5zd2Vycy1vbi1vbmxpbmUtZ2FtaW5nLWluLWluZGlhLz9hbXA?oc=5,20/01/2023,G2G News
569,How far can ChatGPT go to fool humans?,https://news.google.com/rss/articles/CBMiRmh0dHBzOi8vdGhlLWtlbi5jb20vdGhlLW51dGdyYWYvaG93LWZhci1jYW4tY2hhdGdwdC1nby10by1mb29sLWh1bWFucy_SAQA?oc=5,21/01/2023,The Ken
570,How to compose the perfect email using ChatGPT,https://news.google.com/rss/articles/CBMiT2h0dHBzOi8vd3d3LnNwb3J0c2tlZWRhLmNvbS9nYW1pbmctdGVjaC9ob3ctY29tcG9zZS1wZXJmZWN0LWVtYWlsLXVzaW5nLWNoYXRncHTSAVNodHRwczovL3d3dy5zcG9ydHNrZWVkYS5jb20vYW1wL2dhbWluZy10ZWNoL2hvdy1jb21wb3NlLXBlcmZlY3QtZW1haWwtdXNpbmctY2hhdGdwdA?oc=5,20/01/2023,Sportskeeda
571,Can ChatGPT Help or Hinder People With Communication Disabilities?,https://news.google.com/rss/articles/CBMiZWh0dHBzOi8vd3d3Lmdpem1vZG8uY29tLmF1LzIwMjMvMDEvY2FuLWNoYXRncHQtaGVscC1vci1oaW5kZXItcGVvcGxlLXdpdGgtY29tbXVuaWNhdGlvbi1kaXNhYmlsaXRpZXMv0gFpaHR0cHM6Ly93d3cuZ2l6bW9kby5jb20uYXUvMjAyMy8wMS9jYW4tY2hhdGdwdC1oZWxwLW9yLWhpbmRlci1wZW9wbGUtd2l0aC1jb21tdW5pY2F0aW9uLWRpc2FiaWxpdGllcy9hbXAv?oc=5,21/01/2023,Gizmodo Australia
572,The Spoon's Food Tech Weekly: ChatGPT and a Nest Exec's Entry ...,https://news.google.com/rss/articles/CBMiZGh0dHBzOi8vdGhlc3Bvb24udGVjaC90aGUtc3Bvb25zLWZvb2QtdGVjaC13ZWVrbHktY2hhdGdwdC1hbmQtYS1uZXN0LWV4ZWNzLWVudHJ5LWludG8tc21hcnQta2l0Y2hlbi_SAQA?oc=5,20/01/2023,The Spoon
573,"NortonLifeLock breach, Ransomware revenue falls, ChatGPT phishing",https://news.google.com/rss/articles/CBMijQFodHRwczovL2Npc29zZXJpZXMuY29tL2N5YmVyLXNlY3VyaXR5LWhlYWRsaW5lcy13ZWVrLWluLXJldmlldy1ub3J0b25saWZlbG9jay1wYXNzd29yZC1icmVhY2gtcmFuc29td2FyZS1yZXZlbnVlLWZhbGxzLWNoYXRncHQtZ29lcy1waGlzaGluZy_SAQA?oc=5,20/01/2023,CISO Series
574,ChatGPT Revolution: Top AI Image Generators of 2023,https://news.google.com/rss/articles/CBMiSmh0dHBzOi8vd3d3LmdoYWNrcy5uZXQvY2hhdGdwdC1yZXZvbHV0aW9uLXRvcC1haS1pbWFnZS1nZW5lcmF0b3JzLW9mLTIwMjMv0gFOaHR0cHM6Ly93d3cuZ2hhY2tzLm5ldC9jaGF0Z3B0LXJldm9sdXRpb24tdG9wLWFpLWltYWdlLWdlbmVyYXRvcnMtb2YtMjAyMy8_YW1w?oc=5,20/01/2023,Ghacks
575,India Should Be Open Minded About ChatGPT: Ashwini Vaishnaw,https://news.google.com/rss/articles/CBMidGh0dHBzOi8vd3d3LmVudHJlcHJlbmV1ci5jb20vZW4taW4vbmV3cy1hbmQtdHJlbmRzL2luZGlhLXNob3VsZC1iZS1vcGVuLW1pbmRlZC1hYm91dC1jaGF0Z3B0LWFzaHdpbmktdmFpc2huYXcvNDQzMzMx0gEA?oc=5,20/01/2023,Entrepreneur
576,"Davos 2023 | ChatGPT is revolutionary, says Coursera CEO Jeff Maggioncalda",https://news.google.com/rss/articles/CBMifGh0dHBzOi8vd3d3LmNuYmN0djE4LmNvbS9lZHVjYXRpb24vZGF2b3MtMjAyMy1jb3Vyc2VyYS1tb3ZpbmctdG93YXJkcy1wcm9maXRhYmlsaXR5LWJ1dC1ncm93dGgtd2lsbC1iZS1pbi1mb2N1cy0xNTcxOTA0MS5odG3SAYABaHR0cHM6Ly93d3cuY25iY3R2MTguY29tL2VkdWNhdGlvbi9kYXZvcy0yMDIzLWNvdXJzZXJhLW1vdmluZy10b3dhcmRzLXByb2ZpdGFiaWxpdHktYnV0LWdyb3d0aC13aWxsLWJlLWluLWZvY3VzLTE1NzE5MDQxLmh0bS9hbXA?oc=5,20/01/2023,CNBCTV18
577,"Tanks, subsidies, ChatGPT: the talking points at this year's Davos WEF",https://news.google.com/rss/articles/CBMiZWh0dHBzOi8vdGltZXNvZm1hbHRhLmNvbS9hcnRpY2xlcy92aWV3L3RhbmtzLXN1YnNpZGllcy1jaGF0Z3B0LXRhbGtpbmctcG9pbnRzLXllYXJzLWRhdm9zLXdlZi4xMDA4NjYw0gEA?oc=5,20/01/2023,Times of Malta
578,What Is Chat GPT And Why It's Even More Massive Than You Think,https://news.google.com/rss/articles/CBMiXWh0dHBzOi8vam9zaGJlcnNpbi5jb20vcG9kY2FzdC93aGF0LWlzLWNoYXQtZ3B0LWFuZC13aHktaXRzLWV2ZW4tbW9yZS1tYXNzaXZlLXRoYW4teW91LXRoaW5rL9IBAA?oc=5,21/01/2023,Josh Bersin
579,We need to chat about ChatGPT,https://news.google.com/rss/articles/CBMiRWh0dHBzOi8vZ2VvcmdldG93bnZvaWNlLmNvbS8yMDIzLzAxLzIxL3dlLW5lZWQtdG8tY2hhdC1hYm91dC1jaGF0Z3B0L9IBAA?oc=5,21/01/2023,The Georgetown Voice
580,Ever heard of Chat GPT? | Opinion | fergusfallsjournal.com,https://news.google.com/rss/articles/CBMic2h0dHBzOi8vd3d3LmZlcmd1c2ZhbGxzam91cm5hbC5jb20vb3Bpbmlvbi9ldmVyLWhlYXJkLW9mLWNoYXQtZ3B0L2FydGljbGVfYWZlNmM1MGUtOThmZS0xMWVkLTk2MGYtMjM0YWU2MzQwMzVhLmh0bWzSAQA?oc=5,21/01/2023,Fergus Falls Daily Journal
581,ChatGPT passed a Wharton MBA exam and it’s still in its infancy. One professor is sounding the alarm,https://news.google.com/rss/articles/CBMid2h0dHBzOi8vZm9ydHVuZS5jb20vMjAyMy8wMS8yMS9jaGF0Z3B0LXBhc3NlZC13aGFydG9uLW1iYS1leGFtLW9uZS1wcm9mZXNzb3ItaXMtc291bmRpbmctYWxhcm0tYXJ0aWZpY2lhbC1pbnRlbGxpZ2VuY2Uv0gF7aHR0cHM6Ly9mb3J0dW5lLmNvbS8yMDIzLzAxLzIxL2NoYXRncHQtcGFzc2VkLXdoYXJ0b24tbWJhLWV4YW0tb25lLXByb2Zlc3Nvci1pcy1zb3VuZGluZy1hbGFybS1hcnRpZmljaWFsLWludGVsbGlnZW5jZS9hbXAv?oc=5,21/01/2023,Fortune
582,A New Scientific Paper Credits ChatGPT AI as a Coauthor,https://news.google.com/rss/articles/CBMiQWh0dHBzOi8vZnV0dXJpc20uY29tL3NjaWVudGlmaWMtcGFwZXItY3JlZGl0cy1jaGF0Z3B0LWFpLWNvYXV0aG9y0gEA?oc=5,21/01/2023,Futurism
583,"Fake Chat GPT Apps Are Commonplace on App Stores, and Google ...",https://news.google.com/rss/articles/CBMiWmh0dHBzOi8vd3d3LmRpZ2l0YWxpbmZvcm1hdGlvbndvcmxkLmNvbS8yMDIzLzAxL2Zha2UtY2hhdC1ncHQtYXBwcy1hcmUtY29tbW9ucGxhY2Utb24uaHRtbNIBAA?oc=5,21/01/2023,Digital Information World
584,How to integrate ChatGPT with WhatsApp,https://news.google.com/rss/articles/CBMiQmh0dHBzOi8vd3d3LnNwb3J0c2tlZWRhLmNvbS9lc3BvcnRzL2hvdy1pbnRlZ3JhdGUtY2hhdGdwdC13aGF0c2FwcNIBRmh0dHBzOi8vd3d3LnNwb3J0c2tlZWRhLmNvbS9hbXAvZXNwb3J0cy9ob3ctaW50ZWdyYXRlLWNoYXRncHQtd2hhdHNhcHA?oc=5,22/01/2023,Sportskeeda
585,Google may introduce ChatGPT competitor in May,https://news.google.com/rss/articles/CBMiZmh0dHBzOi8vd3d3LnRoZXN0YXRlc21hbi5jb20vdGVjaG5vbG9neS9nb29nbGUtbWF5LWludHJvZHVjZS1jaGF0Z3B0LWNvbXBldGl0b3ItaW4tbWF5LTE1MDMxNDg2NzQuaHRtbNIBamh0dHBzOi8vd3d3LnRoZXN0YXRlc21hbi5jb20vdGVjaG5vbG9neS9nb29nbGUtbWF5LWludHJvZHVjZS1jaGF0Z3B0LWNvbXBldGl0b3ItaW4tbWF5LTE1MDMxNDg2NzQuaHRtbC9hbXA?oc=5,21/01/2023,The Statesman
586,Leaking company secrets via generative AIs like ChatGPT,https://news.google.com/rss/articles/CBMiXmh0dHBzOi8vc2VjdXJpdHlib3VsZXZhcmQuY29tLzIwMjMvMDEvbGVha2luZy1jb21wYW55LXNlY3JldHMtdmlhLWdlbmVyYXRpdmUtYWlzLWxpa2UtY2hhdGdwdC_SAWJodHRwczovL3NlY3VyaXR5Ym91bGV2YXJkLmNvbS8yMDIzLzAxL2xlYWtpbmctY29tcGFueS1zZWNyZXRzLXZpYS1nZW5lcmF0aXZlLWFpcy1saWtlLWNoYXRncHQvYW1wLw?oc=5,21/01/2023,Security Boulevard
587,I asked ChatGPT for real estate advice. Here's what it told me.,https://news.google.com/rss/articles/CBMiYGh0dHBzOi8vd3d3LmJ1c2luZXNzaW5zaWRlci5jb20vaS1hc2tlZC1jaGF0Z3B0LWZvci1yZWFsLWVzdGF0ZS1hZHZpY2UtaGVyZXMtd2hhdC1pdC1zYWlkLTIwMjMtMdIBZGh0dHBzOi8vd3d3LmJ1c2luZXNzaW5zaWRlci5jb20vaS1hc2tlZC1jaGF0Z3B0LWZvci1yZWFsLWVzdGF0ZS1hZHZpY2UtaGVyZXMtd2hhdC1pdC1zYWlkLTIwMjMtMT9hbXA?oc=5,21/01/2023,Business Insider
588,The Artfully Intelligent ChatGPT is testing AI limits,https://news.google.com/rss/articles/CBMiUmh0dHBzOi8vd3d3LnRyaWJ1bmVpbmRpYS5jb20vbmV3cy9mZWF0dXJlcy90aGUtYXJ0ZnVsbHktaW50ZWxsaWdlbnQtY2hhdGdwdC00NzI2NzPSAQA?oc=5,22/01/2023,The Tribune India
589,ChatGPT and crypto: what can happen now,https://news.google.com/rss/articles/CBMiQGh0dHBzOi8vZW4uY3J5cHRvbm9taXN0LmNoLzIwMjMvMDEvMjIvY2hhdGdwdC1jcnlwdG8taGFwcGVuLW5vdy_SAUNodHRwczovL2NyeXB0b25vbWlzdC5jaC8yMDIzLzAxLzIyL2NoYXRncHQtY3J5cHRvLWhhcHBlbi1ub3cvP2FtcD0x?oc=5,22/01/2023,The Cryptonomist
590,Cheating with ChatGPT? Controversial AI tool banned in these ...,https://news.google.com/rss/articles/CBMihQFodHRwczovL3d3dy5zYnMuY29tLmF1L25ld3MvYXJ0aWNsZS9jaGVhdGluZy13aXRoLWNoYXRncHQtY29udHJvdmVyc2lhbC1haS10b29sLWJhbm5lZC1pbi10aGVzZS1zY2hvb2xzLWluLWF1c3RyYWxpYW4tZmlyc3QvODE3b2R0djZl0gEA?oc=5,22/01/2023,SBS News
591,Chairman Maser Group take on ChatGPT and future of Manufacturing,https://news.google.com/rss/articles/CBMiXWh0dHBzOi8vdHJpYnVuZW9ubGluZW5nLmNvbS9jaGFpcm1hbi1tYXNlci1ncm91cC10YWtlLW9uLWNoYXRncHQtYW5kLWZ1dHVyZS1vZi1tYW51ZmFjdHVyaW5nL9IBAA?oc=5,21/01/2023,Tribune Online
592,I've been addicted to ChatGPT since I started using it: Billionaire Gautam Adani,https://news.google.com/rss/articles/CBMieWh0dHBzOi8vaW5zaG9ydHMuY29tL2VuL25ld3MvaXZlLWJlZW4tYWRkaWN0ZWQtdG8tY2hhdGdwdC1zaW5jZS1pLXN0YXJ0ZWQtdXNpbmctaXQtYmlsbGlvbmFpcmUtZ2F1dGFtLWFkYW5pLTE2NzQyOTY0OTM0OTTSAX9odHRwczovL2luc2hvcnRzLmNvbS9tL2VuL2FtcF9uZXdzL2l2ZS1iZWVuLWFkZGljdGVkLXRvLWNoYXRncHQtc2luY2UtaS1zdGFydGVkLXVzaW5nLWl0LWJpbGxpb25haXJlLWdhdXRhbS1hZGFuaS0xNjc0Mjk2NDkzNDk0?oc=5,21/01/2023,Inshorts
593,"Understanding Chat GPT, And Why It's Even Bigger Than You Think ...",https://news.google.com/rss/articles/CBMiXWh0dHBzOi8vam9zaGJlcnNpbi5jb20vMjAyMy8wMS91bmRlcnN0YW5kaW5nLWNoYXQtZ3B0LWFuZC13aHktaXRzLWV2ZW4tYmlnZ2VyLXRoYW4teW91LXRoaW5rL9IBAA?oc=5,22/01/2023,Josh Bersin
594,"ChatGPT could be a game changer for marketers, but it won't replace humans any time soon",https://news.google.com/rss/articles/CBMieWh0dHBzOi8vdGhlY29udmVyc2F0aW9uLmNvbS9jaGF0Z3B0LWNvdWxkLWJlLWEtZ2FtZS1jaGFuZ2VyLWZvci1tYXJrZXRlcnMtYnV0LWl0LXdvbnQtcmVwbGFjZS1odW1hbnMtYW55LXRpbWUtc29vbi0xOTgwNTPSAX1odHRwczovL3RoZWNvbnZlcnNhdGlvbi5jb20vYW1wL2NoYXRncHQtY291bGQtYmUtYS1nYW1lLWNoYW5nZXItZm9yLW1hcmtldGVycy1idXQtaXQtd29udC1yZXBsYWNlLWh1bWFucy1hbnktdGltZS1zb29uLTE5ODA1Mw?oc=5,22/01/2023,The Conversation
595,How ChatGPT And Natural Language Technology Might Affect Your Job If You Are A Computer Programmer,https://news.google.com/rss/articles/CBMilwFodHRwczovL3d3dy5mb3JiZXMuY29tL3NpdGVzL2Jlcm5hcmRtYXJyLzIwMjMvMDEvMjMvaG93LWNoYXRncHQtYW5kLW5hdHVyYWwtbGFuZ3VhZ2UtdGVjaG5vbG9neS1taWdodC1hZmZlY3QteW91ci1qb2ItaWYteW91LWFyZS1hLWNvbXB1dGVyLXByb2dyYW1tZXIv0gGbAWh0dHBzOi8vd3d3LmZvcmJlcy5jb20vc2l0ZXMvYmVybmFyZG1hcnIvMjAyMy8wMS8yMy9ob3ctY2hhdGdwdC1hbmQtbmF0dXJhbC1sYW5ndWFnZS10ZWNobm9sb2d5LW1pZ2h0LWFmZmVjdC15b3VyLWpvYi1pZi15b3UtYXJlLWEtY29tcHV0ZXItcHJvZ3JhbW1lci9hbXAv?oc=5,23/01/2023,Forbes
596,"Scores of Stanford students used ChatGPT on final exams, survey ...",https://news.google.com/rss/articles/CBMibWh0dHBzOi8vc3RhbmZvcmRkYWlseS5jb20vMjAyMy8wMS8yMi9zY29yZXMtb2Ytc3RhbmZvcmQtc3R1ZGVudHMtdXNlZC1jaGF0Z3B0LW9uLWZpbmFsLWV4YW1zLXN1cnZleS1zdWdnZXN0cy_SAQA?oc=5,22/01/2023,The Stanford Daily
597,ChatGPT clears Wharton MBA Exam but can it crack JEE Advanced? IIT still AI proof? Find out,https://news.google.com/rss/articles/CBMikQFodHRwczovL3d3dy50aW1lc25vd25ld3MuY29tL2VkdWNhdGlvbi9jaGF0Z3B0LWNsZWFycy13aGFydG9uLW1iYS1leGFtLWJ1dC1jYW4taXQtY3JhY2stamVlLWFkdmFuY2VkLWlpdC1zdGlsbC1haS1wcm9vZi1maW5kLW91dC1hcnRpY2xlLTk3MjQyNDg30gGVAWh0dHBzOi8vd3d3LnRpbWVzbm93bmV3cy5jb20vZWR1Y2F0aW9uL2NoYXRncHQtY2xlYXJzLXdoYXJ0b24tbWJhLWV4YW0tYnV0LWNhbi1pdC1jcmFjay1qZWUtYWR2YW5jZWQtaWl0LXN0aWxsLWFpLXByb29mLWZpbmQtb3V0LWFydGljbGUtOTcyNDI0ODcvYW1w?oc=5,23/01/2023,Times Now
598,ChatGPT Clears US Medical Licensing Exam,https://news.google.com/rss/articles/CBMiQmh0dHBzOi8vd2F0Y2hlci5ndXJ1L25ld3MvY2hhdGdwdC1jbGVhcnMtdXMtbWVkaWNhbC1saWNlbnNpbmctZXhhbdIBAA?oc=5,22/01/2023,Watcher Guru
599,If You're Not Already Doing These 10 Productivity Hacks in ChatGPT ...,https://news.google.com/rss/articles/CBMigwFodHRwczovL3d3dy5pbmMuY29tL25pY2staG9ic29uL2lmLXlvdXJlLW5vdC1hbHJlYWR5LWRvaW5nLXRoZXNlLTEwLXByb2R1Y3Rpdml0eS1oYWNrcy1pbi1jaGF0Z3B0LXlvdXJlLWRlZmluaXRlbHktbWlzc2luZy1vdXQuaHRtbNIBAA?oc=5,23/01/2023,Inc.
600,Can Elon Musk Win Back the Trust He’s Lost? ChatGPT Might Have ...,https://news.google.com/rss/articles/CBMiWmh0dHBzOi8vd3d3LmRpZ2l0YWxpbmZvcm1hdGlvbndvcmxkLmNvbS8yMDIzLzAxL2Nhbi1lbG9uLW11c2std2luLWJhY2stdHJ1c3QtaGVzLWxvc3QuaHRtbNIBAA?oc=5,23/01/2023,Digital Information World
601,Google Scrambles to Catch Up in the Wake of OpenAI's ChatGPT,https://news.google.com/rss/articles/CBMiYmh0dHBzOi8vc2luZ3VsYXJpdHlodWIuY29tLzIwMjMvMDEvMjIvZ29vZ2xlLXNjcmFtYmxlcy10by1jYXRjaC11cC1pbi10aGUtd2FrZS1vZi1vcGVuYWlzLWNoYXRncHQv0gFoaHR0cHM6Ly9zaW5ndWxhcml0eWh1Yi5jb20vMjAyMy8wMS8yMi9nb29nbGUtc2NyYW1ibGVzLXRvLWNhdGNoLXVwLWluLXRoZS13YWtlLW9mLW9wZW5haXMtY2hhdGdwdC8_YW1wPTE?oc=5,22/01/2023,Singularity Hub
602,"Conservatives Furious, Claiming ChatGPT Has ""Gone Woke""",https://news.google.com/rss/articles/CBMiSWh0dHBzOi8vZnV0dXJpc20uY29tL2NvbnNlcnZhdGl2ZXMtZnVyaW91cy1jbGFpbWluZy1jaGF0Z3B0LWhhcy1nb25lLXdva2XSAQA?oc=5,22/01/2023,Futurism
603,Guest opinion: Naomi S. Baron: How ChatGPT robs students of ...,https://news.google.com/rss/articles/CBMijAFodHRwczovL3d3dy5kYWlseWNhbWVyYS5jb20vMjAyMy8wMS8yMi9ndWVzdC1vcGluaW9uLW5hb21pLXMtYmFyb24taG93LWNoYXRncHQtcm9icy1zdHVkZW50cy1vZi1tb3RpdmF0aW9uLXRvLXdyaXRlLWFuZC10aGluay1mb3ItdGhlbXNlbHZlc9IBAA?oc=5,22/01/2023,Boulder Daily Camera
604,3 Interesting Side Hustles Using ChatGPT,https://news.google.com/rss/articles/CBMiSGh0dHBzOi8vdGhlbW9ybmluZ25ld3MuY29tL25ld3MvMjAyMy8wMS8yMi8zLXNpZGUtaHVzdGxlcy11c2luZy1jaGF0Z3B0L9IBAA?oc=5,22/01/2023,The Morning News
605,"A Convincing Deepfake of Steve Jobs Announcing ""ChatGPT by ...",https://news.google.com/rss/articles/CBMiP2h0dHBzOi8vd3d3Lmdpem1vY2hpbmEuY29tLzIwMjMvMDEvMjIvc3RldmUtam9icy1jaGF0Z3B0LXZpZGVvL9IBAA?oc=5,22/01/2023,gizmochina
606,"ChatGPT could create polymorphic malware, cybersecurity ...",https://news.google.com/rss/articles/CBMiLWh0dHBzOi8vd3d3LmlzcmFlbGRlZmVuc2UuY28uaWwvZW4vbm9kZS81Njk3NdIBAA?oc=5,22/01/2023,Israeldefense.co.il
607,ChatGPT Can Affect On Crypto Market?,https://news.google.com/rss/articles/CBMiRmh0dHBzOi8vd3d3LmNyeXB0by1uZXdzLWZsYXNoLmNvbS9jaGF0Z3B0LWNhbi1hZmZlY3Qtb24tY3J5cHRvLW1hcmtldC_SAQA?oc=5,23/01/2023,Crypto News Flash
608,"Chatgpt: AI, kya bolti tu?, Marketing & Advertising News, ET ...",https://news.google.com/rss/articles/CBMiVmh0dHBzOi8vYnJhbmRlcXVpdHkuZWNvbm9taWN0aW1lcy5pbmRpYXRpbWVzLmNvbS9uZXdzL2RpZ2l0YWwvYWkta3lhLWJvbHRpLXR1Lzk3MjMzMTcy0gEA?oc=5,23/01/2023,ETBrandEquity
609,ChatGPT coming soon to an office screen near you,https://news.google.com/rss/articles/CBMiamh0dHBzOi8vd3d3LmJ1c2luZXNzbGl2ZS5jby56YS9ibG9vbWJlcmcvbmV3cy8yMDIzLTAxLTIzLWNoYXRncHQtY29taW5nLXNvb24tdG8tYW4tb2ZmaWNlLXNjcmVlbi1uZWFyLXlvdS_SAW5odHRwczovL3d3dy5idXNpbmVzc2xpdmUuY28uemEvYW1wL2Jsb29tYmVyZy9uZXdzLzIwMjMtMDEtMjMtY2hhdGdwdC1jb21pbmctc29vbi10by1hbi1vZmZpY2Utc2NyZWVuLW5lYXIteW91Lw?oc=5,23/01/2023,BusinessLIVE
610,"Microsoft’s OpenAI partnership tobrings AI to workplace, layoffs raise questions for ChatGPT integration",https://news.google.com/rss/articles/CBMib2h0dHBzOi8vd3d3LmdpemNoaW5hLmNvbS8yMDIzLzAxLzIyL21pY3Jvc29mdHMtb3BlbmFpLXBhcnRuZXJzaGlwLWJyaW5ncy1jaGF0Z3B0LXRvLXdvcmtwbGFjZS1idXQtbGF5b2Zmcy1sb29tL9IBc2h0dHBzOi8vd3d3LmdpemNoaW5hLmNvbS8yMDIzLzAxLzIyL21pY3Jvc29mdHMtb3BlbmFpLXBhcnRuZXJzaGlwLWJyaW5ncy1jaGF0Z3B0LXRvLXdvcmtwbGFjZS1idXQtbGF5b2Zmcy1sb29tL2FtcC8?oc=5,22/01/2023,Gizchina.com
611,"Beware, Gaming Journalists; ChatGPT Has Quite A Lot to Say About ...",https://news.google.com/rss/articles/CBMiQmh0dHBzOi8vd3d3Lm1lZGlhbmFtYS5jb20vMjAyMy8wMS8yMjMtY2hhdGdwdC1vbmxpbmUtZ2FtaW5nLWluZGlhL9IBAA?oc=5,23/01/2023,MediaNama.com
612,"Microsoft Invests $14B In Chat GPT Owner As It Reveals ""Pro"" Version",https://news.google.com/rss/articles/CBMiW2h0dHBzOi8vd3d3LmJhbmR0LmNvbS5hdS9taWNyb3NvZnQtaW52ZXN0cy0xNGItaW4tY2hhdC1ncHQtb3duZXItYXMtaXQtcmV2ZWFscy1wcm8tdmVyc2lvbi_SAQA?oc=5,24/01/2023,B&T
613,"ChatGPT may charge $42/mo for a paid tier, as Microsoft invests again",https://news.google.com/rss/articles/CBMicGh0dHBzOi8vd3d3LnBjd29ybGQuY29tL2FydGljbGUvMTQ4MTM5OC9jaGF0Z3B0LW1heS1jaGFyZ2UtNDItbW8tZm9yLWEtcGFpZC10aWVyLWFzLW1pY3Jvc29mdC1pbnZlc3RzLWFnYWluLmh0bWzSAQA?oc=5,23/01/2023,PCWorld
614,ChatGPT Takes the Tech World by Storm: 4 Stocks Poised to Benefit ...,https://news.google.com/rss/articles/CBMiXGh0dHBzOi8vd3d3LmZvb2wuY29tL2ludmVzdGluZy8yMDIzLzAxLzIzL2NoYXRncHQtdGFrZXMtdGVjaC13b3JsZC1ieS1zdG9ybS00LXN0b2Nrcy1wb2lzZWQv0gEA?oc=5,23/01/2023,The Motley Fool
615,ChatGPT Is Passing the Tests Required for Medical Licenses and ...,https://news.google.com/rss/articles/CBMidmh0dHBzOi8vd3d3LnZpY2UuY29tL2VuL2FydGljbGUvYWtlYndlL2NoYXRncHQtaXMtcGFzc2luZy10aGUtdGVzdHMtcmVxdWlyZWQtZm9yLW1lZGljYWwtbGljZW5zZXMtYW5kLWJ1c2luZXNzLWRlZ3JlZXPSAQA?oc=5,23/01/2023,VICE
616,ChatGPT passes MBA exam given by a Wharton professor,https://news.google.com/rss/articles/CBMiQ2h0dHBzOi8vbmV3cy55YWhvby5jb20vY2hhdGdwdC1wYXNzZXMtbWJhLWV4YW0tZ2l2ZW4tMjM0NjU1NzAwLmh0bWzSAUtodHRwczovL25ld3MueWFob28uY29tL2FtcGh0bWwvY2hhdGdwdC1wYXNzZXMtbWJhLWV4YW0tZ2l2ZW4tMjM0NjU1NzAwLmh0bWw?oc=5,24/01/2023,Yahoo News
617,ChatGPT Just Passed the Bar and Medical School Exams ...,https://news.google.com/rss/articles/CBMiYmh0dHBzOi8vcmVsZXZhbnRtYWdhemluZS5jb20vY3VsdHVyZS90ZWNoLWdhbWluZy9jaGF0Z3B0LWp1c3QtcGFzc2VkLXRoZS1iYXItYW5kLW1lZC1zY2hvb2wtZXhhbXMv0gEA?oc=5,23/01/2023,RELEVANT Magazine
618,"ChatGPT is 'not particularly innovative,' and 'nothing revolutionary', says Meta's chief AI scientist",https://news.google.com/rss/articles/CBMifWh0dHBzOi8vd3d3LnpkbmV0LmNvbS9hcnRpY2xlL2NoYXRncHQtaXMtbm90LXBhcnRpY3VsYXJseS1pbm5vdmF0aXZlLWFuZC1ub3RoaW5nLXJldm9sdXRpb25hcnktc2F5cy1tZXRhcy1jaGllZi1haS1zY2llbnRpc3Qv0gGIAWh0dHBzOi8vd3d3LnpkbmV0LmNvbS9nb29nbGUtYW1wL2FydGljbGUvY2hhdGdwdC1pcy1ub3QtcGFydGljdWxhcmx5LWlubm92YXRpdmUtYW5kLW5vdGhpbmctcmV2b2x1dGlvbmFyeS1zYXlzLW1ldGFzLWNoaWVmLWFpLXNjaWVudGlzdC8?oc=5,23/01/2023,ZDNet
